iter	Passed	Remaining
0	8	3509
1	17	3536
2	23	3050
3	31	3115
4	36	2910
5	39	2581
6	47	2667
7	57	2795
8	66	2879
9	76	2980
10	80	2853
11	85	2758
12	94	2806
13	96	2660
14	103	2648
15	112	2692
16	124	2814
17	134	2857
18	149	2989
19	161	3059
20	169	3060
21	187	3214
22	201	3302
23	214	3364
24	226	3392
25	230	3320
26	240	3326
27	249	3309
28	251	3222
29	260	3212
30	270	3214
31	279	3218
32	289	3216
33	297	3200
34	304	3176
35	310	3139
36	321	3151
37	329	3140
38	340	3152
39	352	3169
40	361	3162
41	363	3098
42	374	3106
43	383	3100
44	389	3074
45	398	3068
46	409	3074
47	422	3096
48	432	3099
49	441	3089
50	450	3083
51	459	3072
52	468	3070
53	477	3059
54	482	3028
55	491	3016
56	497	2996
57	506	2985
58	515	2982
59	518	2940
60	525	2921
61	535	2920
62	544	2911
63	554	2912
64	563	2906
65	572	2898
66	581	2891
67	590	2882
68	599	2876
69	607	2865
70	617	2860
71	625	2850
72	634	2844
73	643	2834
74	648	2811
75	657	2802
76	666	2796
77	674	2786
78	677	2753
79	682	2729
80	690	2720
81	700	2716
82	709	2708
83	719	2705
84	728	2699
85	737	2692
86	746	2686
87	755	2679
88	764	2672
89	773	2664
90	780	2650
91	789	2641
92	799	2637
93	807	2628
94	816	2621
95	824	2611
96	834	2606
97	836	2578
98	846	2572
99	854	2564
100	862	2551
101	870	2542
102	880	2539
103	889	2530
104	898	2524
105	906	2515
106	915	2507
107	924	2500
108	933	2491
109	943	2486
110	952	2479
111	961	2471
112	971	2467
113	982	2464
114	993	2461
115	1007	2466
116	1036	2507
117	1052	2515
118	1064	2514
119	1073	2505
120	1082	2495
121	1091	2486
122	1095	2467
123	1103	2456
124	1112	2447
125	1120	2436
126	1129	2427
127	1138	2419
128	1147	2410
129	1151	2391
130	1161	2385
131	1168	2371
132	1177	2363
133	1185	2353
134	1194	2345
135	1202	2334
136	1213	2328
137	1222	2320
138	1231	2311
139	1240	2303
140	1248	2293
141	1253	2276
142	1262	2268
143	1271	2260
144	1281	2253
145	1291	2246
146	1299	2237
147	1309	2229
148	1317	2219
149	1327	2211
150	1335	2201
151	1344	2193
152	1352	2184
153	1361	2174
154	1370	2166
155	1380	2158
156	1389	2149
157	1398	2142
158	1409	2136
159	1419	2128
160	1428	2120
161	1436	2110
162	1445	2101
163	1452	2089
164	1462	2083
165	1472	2075
166	1480	2066
167	1493	2062
168	1505	2057
169	1516	2052
170	1528	2046
171	1534	2034
172	1545	2028
173	1558	2024
174	1570	2018
175	1581	2012
176	1594	2009
177	1605	2002
178	1615	1995
179	1627	1989
180	1639	1984
181	1653	1981
182	1667	1977
183	1678	1970
184	1689	1963
185	1699	1955
186	1707	1945
187	1716	1935
188	1725	1926
189	1734	1916
190	1742	1907
191	1752	1898
192	1761	1889
193	1771	1881
194	1780	1871
195	1790	1863
196	1795	1849
197	1804	1841
198	1813	1831
199	1823	1823
200	1833	1815
201	1843	1806
202	1852	1797
203	1861	1788
204	1871	1779
205	1879	1769
206	1888	1761
207	1897	1751
208	1907	1742
209	1916	1733
210	1925	1724
211	1934	1715
212	1942	1705
213	1952	1697
214	1961	1688
215	1971	1679
216	1983	1672
217	1992	1663
218	2003	1655
