iter	RMSE
0	3.122319286
1	3.03409563
2	2.947274997
3	2.864048654
4	2.781226931
5	2.700669267
6	2.623382272
7	2.548485315
8	2.476388554
9	2.407582606
10	2.341146982
11	2.275711001
12	2.212280752
13	2.151509237
14	2.091814992
15	2.033677229
16	1.976548966
17	1.922570058
18	1.869307607
19	1.818237942
20	1.768484816
21	1.719586558
22	1.672718028
23	1.626906396
24	1.584059441
25	1.541749606
26	1.501568295
27	1.46157358
28	1.423753752
29	1.387270467
30	1.351157235
31	1.316240002
32	1.282222537
33	1.24970871
34	1.21874449
35	1.188634546
36	1.159568711
37	1.130928755
38	1.103488967
39	1.077323754
40	1.05145322
41	1.026507295
42	1.002872373
43	0.9801465013
44	0.9581176982
45	0.9365954377
46	0.916340785
47	0.8963947408
48	0.8776826876
49	0.8591632176
50	0.8414154512
51	0.8243350621
52	0.8080049218
53	0.7921924899
54	0.7771779069
55	0.7626605749
56	0.7487056023
57	0.7352851018
58	0.7219642016
59	0.70999736
60	0.6983922848
61	0.6870606284
62	0.6759602744
63	0.6656377413
64	0.6553308746
65	0.6454338273
66	0.6360320424
67	0.6273522768
68	0.619197611
69	0.6113264788
70	0.6038438505
71	0.596036661
72	0.5892525493
73	0.5826392493
74	0.5763560706
75	0.5703317582
76	0.5645948763
77	0.5590527153
78	0.55354713
79	0.5485989517
80	0.5439371836
81	0.5392394029
82	0.5342587107
83	0.5296783279
84	0.5253513459
85	0.5216833696
86	0.5182466995
87	0.5148456303
88	0.5117079178
89	0.5087793255
90	0.5059091252
91	0.5031426866
92	0.5004795243
93	0.4981205881
94	0.4954356433
95	0.4932337384
96	0.4909236712
97	0.4886289945
98	0.486209861
99	0.4841134824
100	0.4825055055
101	0.480413329
102	0.4787829066
103	0.4773956884
104	0.4761198796
105	0.4746941361
106	0.4733225319
107	0.4721435588
108	0.4704436345
109	0.4691140681
110	0.4676144101
111	0.4661778717
112	0.4647837677
113	0.4635092194
114	0.4615206041
115	0.4595532616
116	0.4578127616
117	0.4564641581
118	0.4549485318
119	0.4535824275
120	0.4523388253
121	0.4508965486
122	0.4495409934
123	0.4484240519
124	0.4469731118
125	0.4455670277
126	0.4444352842
127	0.4432154176
128	0.4421412411
129	0.4408986413
130	0.4398235923
131	0.4386121857
132	0.4376715684
133	0.4368975589
134	0.4358524817
135	0.435106359
136	0.4341128087
137	0.4332513228
138	0.4324928087
139	0.4319637853
140	0.4312988358
141	0.4305298657
142	0.4297959877
143	0.4289498827
144	0.4283252047
145	0.4278938509
146	0.427198693
147	0.4264225947
148	0.4257281205
149	0.4252945498
150	0.4249755939
151	0.4243005245
152	0.424096766
153	0.423457527
154	0.4230086261
155	0.4223575799
156	0.4218395169
157	0.4216224985
158	0.4209370351
159	0.4206859226
160	0.4200215779
161	0.4195671146
162	0.4191121787
163	0.4187235185
164	0.4180491483
165	0.4176733948
166	0.4172738653
167	0.4168557202
168	0.4162337848
169	0.4157668329
170	0.4154039943
171	0.4151869385
172	0.4149851929
173	0.4146711947
174	0.4144806844
175	0.4142586793
176	0.4140601601
177	0.4139053306
178	0.4138889408
179	0.4136642067
180	0.4134023733
181	0.4132647738
182	0.4129035405
183	0.4127200307
184	0.4121779911
185	0.4118699053
186	0.4113561038
187	0.4110606738
188	0.4108327314
189	0.4106839921
190	0.410489777
191	0.4102630795
192	0.4100858823
193	0.4098199625
194	0.4095831583
195	0.4093874801
196	0.4091690714
197	0.4089003743
198	0.4086712488
199	0.4082345621
200	0.4080478541
201	0.4079120877
202	0.4077494432
203	0.4075728418
204	0.4073664239
205	0.4072048379
206	0.4067866476
207	0.4064661831
208	0.4063190522
209	0.4062215228
210	0.4056571086
211	0.4053998983
212	0.4049859257
213	0.4046578558
214	0.404325976
215	0.4039201548
216	0.4038263214
217	0.403757163
218	0.4035600162
219	0.4033302325
220	0.4031084324
221	0.4028632012
222	0.4026087367
223	0.4021909157
224	0.4020912982
225	0.4019640556
226	0.4017612464
227	0.4014638128
228	0.4011544509
229	0.4007360662
230	0.4006887735
231	0.40033437
232	0.4002662514
233	0.4001723888
234	0.4000906023
235	0.3999070957
236	0.3997231758
237	0.3996413131
238	0.3993640067
239	0.3990238876
240	0.3987260704
241	0.3984784306
242	0.3983209485
243	0.3980800044
244	0.3979411898
245	0.3978188132
246	0.3975954737
247	0.397451332
248	0.3973042969
249	0.3971367226
250	0.3970314824
251	0.3969726482
252	0.3968528122
253	0.3967006897
254	0.3966466674
255	0.3965374733
256	0.3963913716
257	0.396373242
258	0.3961910801
259	0.3959012932
260	0.3957243152
261	0.3956689683
262	0.3952655803
263	0.3951126277
264	0.3950172021
265	0.3946341361
266	0.3946107086
267	0.3944666944
268	0.3941920572
269	0.3940192017
270	0.3937446097
271	0.3937402768
272	0.3937166799
273	0.3934534236
274	0.39341668
275	0.3933267743
276	0.393067298
277	0.39281924
278	0.3927441602
279	0.3926599348
280	0.3924100113
281	0.3923960715
282	0.3923508639
283	0.3921143139
284	0.3921003004
285	0.3919572239
286	0.3918688383
287	0.3916615602
288	0.3913177431
289	0.3912527934
290	0.3909940023
291	0.3907834153
292	0.3907066053
293	0.3906992753
294	0.3905374717
295	0.3904519279
296	0.3903601565
297	0.3903448203
298	0.3902705584
299	0.3900459182
300	0.3898141706
301	0.3894968001
302	0.3894931733
303	0.3892857244
304	0.3890461042
305	0.3888217141
306	0.3887651205
307	0.3885124058
308	0.3883250301
309	0.3883105118
310	0.3879875547
311	0.3879408926
312	0.3877331495
313	0.3875748095
314	0.3874833153
315	0.3872843821
316	0.3871767417
317	0.3870881321
318	0.3869785674
319	0.3867835391
320	0.3867653929
321	0.3867179315
322	0.3866062771
323	0.386477397
324	0.3862079539
325	0.3862019096
326	0.3861892804
327	0.3861641214
328	0.3861363501
329	0.3861305055
330	0.3860288333
331	0.3858553629
332	0.3856252972
333	0.3856141954
334	0.3855696256
335	0.3854512168
336	0.3854457567
337	0.3854028144
338	0.3853906528
339	0.3851481902
340	0.3851429615
341	0.384833633
342	0.3846793688
343	0.3845076333
344	0.3844683476
345	0.3844424444
346	0.3844161548
347	0.3844099442
348	0.3842584932
349	0.3842250779
350	0.3841914343
351	0.3841637248
352	0.3841368735
353	0.3838945539
354	0.3838034089
355	0.3836642219
356	0.3834619449
357	0.3833260428
358	0.3830309754
359	0.3828251137
360	0.3827605929
361	0.3827503211
362	0.3826702378
363	0.3826002341
364	0.3824615125
365	0.3821942202
366	0.3819978259
367	0.3819600635
368	0.381878795
369	0.3818515334
370	0.3816661731
371	0.3814911314
372	0.3813335596
373	0.381199932
374	0.3810193181
375	0.380719971
376	0.3805866139
377	0.3803832868
378	0.3801061031
379	0.3800950861
380	0.3799632055
381	0.3797737214
382	0.3795995371
383	0.3793485124
384	0.3791819451
385	0.3791043073
386	0.3789366964
387	0.3788902352
388	0.3787799511
389	0.3787067337
390	0.3786932511
391	0.378511555
392	0.3785030534
393	0.3784925714
394	0.3784275846
395	0.3784125258
396	0.3783370019
397	0.3783204943
398	0.3781395925
399	0.3781273809
