iter	Passed	Remaining
0	0	196
1	7	1562
2	17	2267
3	25	2567
4	30	2415
5	33	2178
6	39	2232
7	46	2273
8	55	2410
9	64	2527
10	73	2613
11	83	2688
12	91	2723
13	100	2780
14	109	2802
15	118	2842
16	122	2764
17	133	2842
18	140	2816
19	149	2838
20	157	2848
21	160	2750
22	167	2747
23	170	2667
24	181	2721
25	191	2750
26	200	2771
27	210	2791
28	221	2827
29	230	2837
30	237	2830
31	244	2810
32	252	2802
33	262	2823
34	278	2907
35	287	2906
36	296	2908
37	301	2867
38	308	2860
39	318	2863
40	327	2866
41	330	2813
42	338	2808
43	347	2811
44	355	2807
45	360	2777
46	369	2778
47	374	2744
48	383	2747
49	385	2700
50	395	2704
51	400	2677
52	409	2683
53	412	2642
54	420	2639
55	429	2639
56	434	2612
57	436	2573
58	445	2575
59	454	2573
60	463	2575
61	465	2539
62	474	2538
63	483	2540
64	492	2539
65	501	2538
66	508	2527
67	517	2525
68	526	2526
69	535	2522
70	545	2525
71	553	2521
72	562	2520
73	568	2506
74	579	2510
75	587	2504
76	592	2486
77	600	2481
78	610	2478
79	618	2473
80	620	2444
81	630	2445
82	639	2443
83	648	2440
84	663	2460
85	672	2456
86	683	2458
87	693	2460
88	703	2458
89	706	2433
90	715	2428
91	724	2425
92	733	2420
93	735	2394
94	744	2391
95	751	2378
96	760	2375
97	769	2371
98	779	2369
99	789	2368
100	794	2353
101	806	2355
102	819	2362
103	833	2372
104	838	2356
105	848	2353
106	858	2349
107	867	2345
108	877	2341
109	886	2337
110	895	2330
111	904	2325
112	913	2320
113	923	2315
114	931	2308
115	941	2304
116	949	2295
117	956	2286
118	965	2278
119	975	2275
120	979	2258
121	988	2253
122	997	2245
123	1007	2241
124	1015	2234
125	1024	2228
126	1033	2220
127	1042	2214
128	1051	2208
129	1059	2200
130	1068	2194
131	1077	2186
132	1086	2180
133	1095	2173
134	1104	2168
135	1113	2161
136	1123	2157
137	1132	2149
138	1141	2142
139	1147	2131
140	1156	2124
141	1164	2116
142	1173	2109
143	1182	2101
144	1191	2094
145	1200	2088
146	1210	2083
147	1220	2077
148	1228	2069
149	1238	2064
150	1246	2055
151	1256	2049
152	1272	2053
153	1280	2045
154	1290	2039
155	1299	2031
156	1308	2024
157	1317	2017
158	1326	2010
159	1335	2003
160	1343	1995
161	1353	1988
162	1361	1980
163	1371	1973
164	1379	1964
165	1388	1957
166	1398	1951
167	1407	1943
168	1417	1937
169	1434	1940
170	1451	1943
171	1466	1944
172	1492	1958
173	1513	1966
174	1527	1963
175	1562	1989
176	1571	1980
177	1580	1971
178	1583	1954
179	1591	1944
180	1600	1936
181	1606	1923
182	1616	1916
183	1625	1907
184	1635	1900
185	1644	1892
186	1653	1883
187	1662	1875
188	1673	1868
189	1685	1863
190	1695	1855
191	1704	1846
192	1716	1840
193	1728	1835
194	1739	1829
195	1753	1824
196	1767	1821
197	1777	1813
198	1790	1808
199	1803	1803
200	1816	1798
201	1828	1791
202	1839	1784
203	1851	1779
204	1865	1774
205	1878	1769
206	1893	1765
207	1903	1756
208	1912	1748
209	1919	1736
210	1928	1727
211	1937	1718
212	1948	1710
213	1958	1702
214	1968	1693
215	1979	1685
216	1988	1677
217	1999	1668
218	2007	1659
219	2016	1650
220	2026	1641
221	2035	1631
