iter	Passed	Remaining
0	0	203
1	7	1498
2	17	2307
3	26	2584
4	30	2447
5	33	2184
6	39	2215
7	47	2342
8	57	2480
9	66	2586
10	74	2647
11	84	2744
12	93	2787
13	102	2815
14	111	2851
15	119	2875
16	124	2793
17	133	2837
18	140	2820
19	150	2851
20	158	2869
21	161	2775
22	167	2749
23	169	2662
24	183	2751
25	192	2774
26	203	2811
27	215	2866
28	226	2899
29	237	2931
30	246	2932
31	252	2907
32	260	2902
33	270	2907
34	281	2934
35	290	2937
36	300	2949
37	305	2908
38	315	2916
39	323	2914
40	332	2914
41	335	2856
42	344	2856
43	352	2851
44	361	2852
45	365	2816
46	375	2820
47	380	2787
48	388	2782
49	391	2741
50	402	2755
51	409	2737
52	427	2800
53	432	2770
54	446	2800
55	462	2839
56	466	2804
57	487	2872
58	497	2877
59	508	2883
60	511	2841
61	519	2832
62	529	2830
63	538	2826
64	547	2819
65	549	2779
66	558	2777
67	561	2739
68	569	2730
69	578	2727
70	587	2720
71	596	2716
72	606	2716
73	616	2717
74	627	2720
75	638	2723
76	641	2690
77	644	2658
78	653	2655
79	663	2653
80	672	2648
81	681	2642
82	689	2632
83	693	2608
84	703	2606
85	706	2578
86	708	2549
87	716	2541
88	725	2536
89	736	2535
90	746	2533
91	757	2534
92	765	2527
93	778	2533
94	789	2535
95	801	2537
96	812	2537
97	823	2537
98	836	2542
99	847	2542
100	858	2541
101	868	2537
102	878	2533
103	880	2507
104	896	2518
105	908	2519
106	918	2514
107	927	2506
108	937	2501
109	945	2493
110	955	2486
111	963	2477
112	972	2471
113	979	2456
114	988	2449
115	996	2440
116	1005	2432
117	1015	2426
118	1025	2421
119	1036	2418
120	1043	2406
121	1053	2401
122	1062	2392
123	1072	2386
124	1080	2377
125	1089	2369
126	1098	2361
127	1107	2353
128	1117	2347
129	1128	2344
130	1141	2344
131	1154	2343
132	1166	2342
133	1176	2335
134	1188	2332
135	1198	2326
136	1212	2326
137	1225	2326
138	1236	2322
139	1248	2319
140	1254	2305
141	1265	2298
142	1274	2290
143	1284	2283
144	1290	2269
145	1300	2262
146	1309	2252
147	1318	2244
148	1327	2236
149	1338	2230
150	1350	2226
151	1360	2219
152	1377	2224
153	1388	2217
154	1403	2218
155	1416	2215
156	1427	2209
157	1436	2200
158	1447	2194
159	1457	2185
160	1467	2178
161	1476	2169
162	1486	2161
163	1504	2164
164	1513	2155
165	1517	2139
166	1526	2129
167	1536	2121
168	1545	2112
169	1553	2102
170	1563	2093
171	1571	2083
172	1582	2076
173	1590	2066
174	1599	2057
175	1608	2047
176	1617	2037
177	1626	2028
178	1635	2019
179	1644	2010
180	1653	2000
181	1663	1991
182	1671	1982
183	1681	1973
184	1685	1959
185	1695	1950
186	1703	1940
187	1713	1932
188	1722	1922
189	1732	1914
190	1741	1905
191	1750	1896
192	1760	1888
193	1769	1879
194	1779	1870
195	1787	1860
196	1797	1851
197	1805	1841
198	1814	1832
199	1823	1823
200	1831	1813
201	1841	1804
202	1849	1795
203	1860	1787
204	1871	1779
205	1881	1771
206	1890	1762
207	1899	1753
208	1909	1744
209	1918	1735
210	1930	1729
211	1978	1754
212	1989	1746
213	1998	1736
214	2007	1727
215	2015	1716
216	2025	1707
217	2035	1699
218	2047	1691
219	2057	1683
220	2066	1673
221	2076	1665
222	2086	1655
223	2096	1647
224	2107	1639
225	2117	1630
226	2128	1622
227	2140	1614
228	2152	1607
229	2164	1599
230	2176	1592
231	2186	1583
232	2197	1575
233	2208	1566
234	2217	1556
235	2227	1548
236	2237	1538
237	2246	1528
238	2255	1519
239	2263	1509
240	2272	1499
241	2280	1489
242	2290	1479
243	2298	1469
244	2308	1460
245	2318	1451
246	2327	1441
247	2336	1432
248	2346	1422
249	2356	1414
250	2366	1404
251	2375	1395
252	2385	1385
253	2394	1376
254	2405	1367
255	2414	1357
256	2423	1348
257	2431	1338
258	2441	1328
259	2449	1319
260	2459	1309
261	2468	1300
262	2477	1290
263	2486	1280
264	2494	1270
265	2513	1266
266	2524	1257
267	2534	1248
268	2542	1238
269	2551	1228
270	2560	1218
271	2571	1210
272	2579	1200
273	2588	1190
274	2596	1180
275	2606	1171
276	2615	1161
277	2625	1152
278	2636	1143
279	2645	1133
280	2655	1124
281	2664	1114
282	2675	1105
283	2685	1096
284	2693	1086
285	2703	1077
286	2711	1067
287	2721	1058
288	2730	1048
289	2739	1039
290	2749	1029
291	2757	1019
292	2766	1010
293	2776	1001
294	2786	991
295	2797	982
296	2806	973
297	2816	964
298	2825	954
299	2835	945
300	2843	935
301	2852	925
302	2860	915
303	2870	906
304	2879	896
305	2888	887
306	2897	877
307	2906	868
308	2916	858
309	2925	849
310	2935	840
311	2948	831
312	2957	821
313	2966	812
314	2974	802
315	2983	793
316	2992	783
317	3001	773
318	3011	764
319	3020	755
320	3029	745
321	3038	736
322	3048	726
323	3059	717
324	3071	708
325	3083	699
326	3094	690
327	3104	681
328	3114	672
329	3122	662
330	3132	652
331	3143	643
332	3155	634
333	3168	626
334	3199	620
335	3211	611
336	3221	602
337	3232	593
338	3242	583
339	3253	574
340	3262	564
341	3271	554
342	3281	545
343	3289	535
344	3298	525
345	3307	516
346	3316	506
347	3324	496
348	3335	487
349	3349	478
350	3360	469
351	3370	459
352	3383	450
353	3394	441
354	3406	431
355	3417	422
356	3427	412
357	3438	403
358	3461	395
359	3471	385
360	3484	376
361	3497	367
362	3507	357
363	3534	349
364	3546	340
365	3559	330
366	3571	321
367	3584	311
368	3597	302
369	3609	292
370	3619	282
371	3630	273
372	3641	263
373	3652	253
374	3665	244
375	3677	234
376	3689	225
377	3700	215
378	3710	205
379	3722	195
380	3734	186
381	3750	176
382	3762	167
383	3773	157
384	3783	147
385	3795	137
386	3804	127
387	3813	117
388	3823	108
389	3832	98
390	3842	88
391	3852	78
392	3861	68
393	3870	58
394	3879	49
395	3888	39
396	3897	29
397	3906	19
398	3916	9
399	3926	0
