iter	RMSE
0	3.127845014
1	3.038997218
2	2.952079682
3	2.868957759
4	2.785927351
5	2.705160685
6	2.627674268
7	2.552558097
8	2.480190729
9	2.411135058
10	2.344140459
11	2.278378661
12	2.214773635
13	2.153900952
14	2.094203878
15	2.035955855
16	1.978672209
17	1.924713514
18	1.871301738
19	1.820154866
20	1.770153622
21	1.721106829
22	1.674085627
23	1.62812903
24	1.585064918
25	1.542545715
26	1.502094338
27	1.462421438
28	1.423908458
29	1.387383263
30	1.351130818
31	1.316057334
32	1.281942855
33	1.249389881
34	1.217769424
35	1.187317611
36	1.158110121
37	1.129361175
38	1.101824165
39	1.075494141
40	1.049612778
41	1.02456712
42	1.0008396
43	0.9780179366
44	0.9559044588
45	0.9343058369
46	0.9134097789
47	0.8933210322
48	0.8745821705
49	0.8559765343
50	0.8383278527
51	0.8211691614
52	0.8047997857
53	0.7889034798
54	0.7741417988
55	0.759655382
56	0.7455760739
57	0.7319339903
58	0.7188807149
59	0.7066384894
60	0.6947150031
61	0.6833265224
62	0.6725167915
63	0.6618500818
64	0.6516857026
65	0.6421057866
66	0.6327073516
67	0.6239641026
68	0.6153999312
69	0.6072334333
70	0.5996357867
71	0.5925251465
72	0.5856941778
73	0.5792221728
74	0.5730353043
75	0.5665784937
76	0.5608563241
77	0.5554173009
78	0.5499518518
79	0.5445698005
80	0.5396371317
81	0.5351329519
82	0.5305004322
83	0.5264577354
84	0.5223682603
85	0.5187476742
86	0.5153170776
87	0.5116017561
88	0.5085031347
89	0.505255687
90	0.5023614823
91	0.4997301807
92	0.4971444857
93	0.4947059459
94	0.4923737561
95	0.4899843212
96	0.4875766019
97	0.4856106719
98	0.483365031
99	0.4812367591
100	0.479613406
101	0.4779095061
102	0.4760528251
103	0.4746980826
104	0.4730754447
105	0.4718765964
106	0.4703647972
107	0.4687766271
108	0.4674309148
109	0.4663464678
110	0.4652165048
111	0.4638660105
112	0.4623220414
113	0.4606865555
114	0.4593340447
115	0.4577431788
116	0.4565236274
117	0.4553496501
118	0.4542533917
119	0.453146824
120	0.4524577126
121	0.4514159517
122	0.4504767042
123	0.4493801575
124	0.4485250761
125	0.4476417156
126	0.446858006
127	0.4461989191
128	0.4449826993
129	0.4441274607
130	0.4432682219
131	0.44254135
132	0.441736948
133	0.4407548507
134	0.4400189848
135	0.4395227997
136	0.4390100692
137	0.4383837841
138	0.4378508935
139	0.437333524
140	0.4369638265
141	0.4366992553
142	0.4362794985
143	0.4359059817
144	0.4357093531
145	0.4353330279
146	0.4346523239
147	0.4341221886
148	0.4337211259
149	0.433263168
150	0.4326809952
151	0.4323685662
152	0.4317422447
153	0.4311740972
154	0.4308507288
155	0.4303187728
156	0.4297668456
157	0.4291036366
158	0.428448307
159	0.4280114094
160	0.427420957
161	0.4270933311
162	0.426729749
163	0.4261329055
164	0.4258387884
165	0.4256265847
166	0.4249946427
167	0.4247747227
168	0.4241267949
169	0.4236557999
170	0.4232390694
171	0.4223913136
172	0.422088042
173	0.4214118254
174	0.4207956951
175	0.420516615
176	0.4199246251
177	0.4197841791
178	0.4191909744
179	0.4189321392
180	0.4185069967
181	0.418125207
182	0.4178682271
183	0.4174360894
184	0.4172923399
185	0.4168999913
186	0.4164288645
187	0.4159173233
188	0.4157476958
189	0.4153289646
190	0.415144917
191	0.4146034869
192	0.4142322316
193	0.4139863043
194	0.4137504459
195	0.4135588441
196	0.4132193784
197	0.4128130079
198	0.4122157095
199	0.4119761712
200	0.4115649762
201	0.4111333333
202	0.4109011122
203	0.4107806171
204	0.4104845055
205	0.4100075996
206	0.4098427553
207	0.4095015789
208	0.4091020051
209	0.4087341458
210	0.4085082216
211	0.4084198184
212	0.4082272533
213	0.4080650572
214	0.4077490719
215	0.4073922626
216	0.4071994019
217	0.4070074049
218	0.406836925
219	0.4066888661
220	0.4064018077
221	0.4060898905
222	0.4055286968
223	0.405421877
224	0.4052490897
225	0.4050533568
226	0.4049528934
227	0.4048648068
228	0.4047046528
229	0.4043795882
230	0.4040825236
231	0.4039729363
232	0.403488863
233	0.4029448885
234	0.4024649608
235	0.4022882602
236	0.4021499948
237	0.4019588887
238	0.4015884209
239	0.4013601323
240	0.4011102538
241	0.4009739481
242	0.4007118616
243	0.4003640786
244	0.4000740202
245	0.3999201867
246	0.3997674977
247	0.399419922
248	0.3991387766
249	0.3990138662
250	0.3986130017
251	0.3981062587
252	0.3979201173
253	0.3977711677
254	0.3976114353
255	0.3974234918
256	0.3970935216
257	0.3969750323
258	0.3967004756
259	0.3963945502
260	0.3959961928
261	0.3957805751
262	0.395731243
263	0.3956189197
264	0.3955163132
265	0.3952091627
266	0.3950477043
267	0.3949631864
268	0.3948885656
269	0.3947581029
270	0.3943550654
271	0.3942565446
272	0.3940602552
273	0.3938821076
274	0.3938140743
275	0.3936517586
276	0.3935201462
277	0.3934734857
278	0.3931527663
279	0.3929907605
280	0.392800488
281	0.392686871
282	0.3925264778
283	0.392424168
284	0.3922888418
285	0.3918805621
286	0.3918093842
287	0.3917503613
288	0.3917262888
289	0.3913342916
290	0.3910874872
291	0.3906901962
292	0.3906082092
293	0.3904398674
294	0.3902891223
295	0.3900387959
296	0.3899070677
297	0.3898083099
298	0.3896796943
299	0.3894326591
300	0.3892493702
301	0.3890099911
302	0.3889334409
303	0.3888411577
304	0.3888050966
305	0.3887853296
306	0.3887119292
307	0.388668121
308	0.3885231542
309	0.3882841531
310	0.3881630058
311	0.3876970285
312	0.3875100444
313	0.3873314203
314	0.3872106268
315	0.3871336866
316	0.3870612081
317	0.3870453161
318	0.3869682337
319	0.3868905511
320	0.3868615294
321	0.3868424444
322	0.3867343388
323	0.3867120748
324	0.3866008545
325	0.3863445759
326	0.3860533852
327	0.3860281095
328	0.3857909083
329	0.3857667606
330	0.385514889
331	0.3852287592
332	0.3850503881
333	0.3849657722
334	0.3846735262
335	0.3844902742
336	0.3843809216
337	0.3842436518
338	0.3841134776
339	0.3840680654
340	0.3839662533
341	0.3838487051
342	0.3836249214
343	0.3834813107
344	0.3833421376
345	0.383128168
346	0.3831251165
347	0.3830271868
348	0.3830037117
349	0.3827929068
350	0.3826635863
351	0.3825427955
352	0.3824024837
353	0.3823820171
354	0.3823556463
355	0.3822470349
356	0.381981324
357	0.3818770891
358	0.38164328
359	0.381626143
360	0.3813621881
361	0.3812770931
362	0.3812533864
363	0.3810028651
364	0.3807990498
365	0.3806524085
366	0.3804335443
367	0.3804094381
368	0.3802915263
369	0.3802679794
370	0.379862485
371	0.3796883367
372	0.3796656078
373	0.3795471539
374	0.3793969498
375	0.3793407084
376	0.3792945606
377	0.3792281073
378	0.3790983296
379	0.3790186077
380	0.3788129169
381	0.3786705528
382	0.3784125785
383	0.3783982876
384	0.3783780734
385	0.3782479893
386	0.3781124768
387	0.3780909241
388	0.3780311444
389	0.37790639
390	0.3777718263
391	0.3777502724
392	0.3776374532
393	0.3774638135
394	0.3773985054
395	0.37735828
396	0.3770588969
397	0.377043768
398	0.3768928974
399	0.376872627
