iter	Passed	Remaining
0	8	3249
1	17	3575
2	34	4522
3	46	4560
4	54	4281
5	59	3910
6	63	3583
7	77	3780
8	79	3464
9	89	3499
10	92	3264
11	98	3196
12	109	3245
13	113	3132
14	123	3165
15	132	3176
16	143	3242
17	150	3203
18	161	3247
19	177	3378
20	192	3467
21	209	3603
22	212	3487
23	227	3556
24	240	3604
25	243	3499
26	246	3399
27	259	3442
28	262	3358
29	275	3398
30	287	3423
31	298	3433
32	324	3605
33	331	3563
34	340	3552
35	353	3570
36	358	3521
37	370	3528
38	380	3524
39	391	3522
40	401	3518
41	410	3494
42	419	3478
43	427	3456
44	429	3388
45	438	3372
46	448	3370
47	457	3356
48	467	3350
49	479	3354
50	490	3356
51	502	3362
52	506	3314
53	517	3316
54	527	3310
55	548	3369
56	551	3316
57	560	3303
58	570	3298
59	581	3293
60	588	3270
61	597	3259
62	606	3246
63	613	3220
64	621	3204
65	625	3167
66	635	3158
67	643	3142
68	649	3114
69	657	3100
70	667	3092
71	669	3050
72	678	3040
73	687	3029
74	696	3019
75	705	3007
76	709	2977
77	718	2965
78	727	2958
79	737	2951
80	750	2955
81	775	3009
82	786	3002
83	794	2990
84	803	2979
85	806	2943
86	814	2932
87	817	2897
88	825	2883
89	827	2851
90	836	2841
91	845	2832
92	854	2820
93	865	2815
94	873	2805
95	877	2777
96	885	2767
97	895	2760
98	905	2753
99	915	2745
100	924	2735
101	933	2727
102	940	2710
103	949	2702
104	957	2690
105	967	2683
106	976	2674
107	985	2664
108	995	2656
109	1005	2651
110	1014	2641
111	1022	2630
112	1032	2621
113	1041	2613
114	1050	2604
115	1060	2595
116	1068	2585
117	1077	2575
118	1086	2564
119	1111	2592
120	1119	2581
121	1129	2573
122	1138	2564
123	1147	2555
124	1157	2545
125	1166	2537
126	1176	2529
127	1185	2518
128	1196	2513
129	1205	2503
130	1214	2493
131	1223	2484
132	1233	2475
133	1244	2469
134	1253	2459
135	1262	2450
136	1271	2440
137	1281	2433
138	1291	2424
139	1299	2414
140	1309	2405
141	1319	2396
142	1345	2418
143	1359	2416
144	1370	2409
145	1383	2406
146	1395	2402
147	1408	2397
148	1420	2393
149	1432	2388
150	1444	2382
151	1455	2374
152	1469	2372
153	1481	2366
154	1491	2357
155	1504	2352
156	1516	2346
157	1532	2346
158	1544	2341
159	1571	2357
160	1582	2349
161	1595	2343
162	1608	2338
163	1620	2331
164	1631	2324
165	1645	2319
166	1658	2313
167	1670	2307
168	1682	2299
169	1694	2293
170	1706	2284
171	1718	2278
172	1731	2272
173	1744	2266
174	1757	2259
175	1771	2254
176	1781	2244
177	1794	2238
178	1805	2228
179	1813	2216
180	1818	2199
181	1827	2188
182	1836	2177
183	1845	2166
184	1856	2157
185	1866	2147
186	1876	2136
187	1887	2127
188	1900	2121
189	1911	2113
190	1925	2106
191	1938	2099
192	1949	2091
193	1961	2082
194	1973	2074
195	1986	2067
196	2000	2061
197	2010	2051
198	2024	2045
199	2037	2037
200	2049	2028
201	2062	2021
202	2074	2013
203	2087	2005
204	2098	1996
205	2109	1986
206	2122	1978
207	2135	1971
208	2146	1962
209	2157	1952
210	2170	1944
211	2182	1935
212	2196	1928
213	2208	1919
214	2222	1912
215	2240	1908
216	2259	1905
217	2276	1900
218	2290	1893
219	2302	1883
220	2314	1874
221	2326	1865
222	2355	1869
223	2369	1861
224	2382	1852
225	2395	1844
226	2404	1832
227	2416	1822
228	2428	1813
229	2440	1803
230	2458	1798
231	2473	1790
232	2487	1783
233	2499	1773
